Engine Size(L),Cylinders,Fuel Consumption Comb (L/100 km),CO2 Emissions(g/km),,Vehicle Class
4,8,13.5,315,,TWO-SEATER
4,8,14,327,,TWO-SEATER
4,8,11.8,275,,FULL-SIZE
4,8,13.1,306,,SUBCOMPACT
4,8,11.6,271,,COMPACT
6,12,15.1,356,,FULL-SIZE
6,12,14.3,337,,SUBCOMPACT
6,12,14.6,343,,COMPACT
5.5,8,13,303,,TWO-SEATER
3,6,10.2,238,,TWO-SEATER
2,4,8.4,196,,STATION WAGON - SMALL
2,4,9.1,215,,STATION WAGON - SMALL
2,4,9.4,219,,COMPACT
2,4,9.9,231,,SUBCOMPACT
2,4,9.5,221,,SUBCOMPACT
2,4,9.5,221,,STATION WAGON - SMALL
2,4,8.2,193,,MINICOMPACT
2,4,8.7,204,,MINICOMPACT
3,6,9.8,213,,COMPACT
2,4,9.7,228,,MID-SIZE
3,6,10.3,244,,MID-SIZE
3,6,11.6,271,,SUBCOMPACT
3,6,11,257,,SUBCOMPACT
3,6,10.8,254,,STATION WAGON - MID-SIZE
4,8,16.3,378,,SUV - STANDARD
2,4,9,209,,SUV - SMALL
2,4,10,234,,SUV - SMALL
2,4,10,234,,SUV - SMALL
3,6,12.1,282,,SUV - STANDARD
3,6,13.2,312,,SUV - STANDARD
4.7,8,15.1,355,,SUV - STANDARD
4,8,12.2,286,,FULL-SIZE
6,12,15.1,355,,FULL-SIZE
2,4,10.7,251,,SPECIAL PURPOSE VEHICLE
2,4,10.5,248,,SPECIAL PURPOSE VEHICLE
2,4,11.4,268,,SPECIAL PURPOSE VEHICLE
3,6,10.8,253,,MID-SIZE
4,8,11.7,275,,SUBCOMPACT
4,8,11.3,265,,FULL-SIZE
4,8,11.3,265,,MID-SIZE
3,6,10.3,241,,TWO-SEATER
4.7,8,11.6,270,,TWO-SEATER
2,4,8.8,205,,TWO-SEATER
1.5,3,7.9,184,,SUBCOMPACT
1.5,3,7.5,175,,SUBCOMPACT
1.5,3,7.9,184,,SUBCOMPACT
1.5,3,7.5,175,,SUBCOMPACT
1.5,3,9,212,,MID-SIZE
1.5,3,9.1,214,,MID-SIZE
1.5,3,7.9,184,,MINICOMPACT
1.5,3,7.5,175,,MINICOMPACT
1.5,3,9.2,215,,STATION WAGON - SMALL
1.5,3,9.1,214,,STATION WAGON - SMALL
2,4,8.4,197,,SUBCOMPACT
2,4,9,210,,SUBCOMPACT
2,4,8.4,197,,SUBCOMPACT
2,4,9,210,,SUBCOMPACT
2,4,9.2,214,,MID-SIZE
2,4,9.7,227,,MID-SIZE
2,4,8.4,197,,MINICOMPACT
2,4,9,210,,MINICOMPACT
2,4,9.2,215,,MID-SIZE
2,4,9.7,228,,MID-SIZE
2,4,8.4,197,,SUBCOMPACT
2,4,9,210,,SUBCOMPACT
2,4,9.2,214,,MID-SIZE
2,4,9.7,227,,MID-SIZE
2,4,8.4,197,,MINICOMPACT
2,4,9.4,220,,MINICOMPACT
2,4,9.3,220,,MID-SIZE
2,4,9.7,228,,MID-SIZE
1.5,4,9.3,216,,SUV - SMALL
1.2,3,6.2,143,,COMPACT
1.2,3,6.5,151,,COMPACT
1.2,3,6.4,148,,COMPACT
1.2,3,6.6,153,,COMPACT
2.4,4,9.1,212,,SUV - SMALL
3,6,10.6,246,,SUV - SMALL
2,4,8.8,206,,SUV - SMALL
2,4,9.2,213,,SUV - SMALL
2.4,4,9.4,218,,SUV - SMALL
3.7,6,11.1,261,,TWO-SEATER
3.7,6,11.5,270,,TWO-SEATER
3.7,6,11.5,271,,TWO-SEATER
3.7,6,11.8,279,,TWO-SEATER
2.5,4,7.4,174,,MID-SIZE
2,4,8.1,190,,MID-SIZE
2.5,4,7.5,177,,MID-SIZE
2.5,4,7.9,186,,MID-SIZE
2.5,4,8.1,190,,MID-SIZE
5.6,8,15.5,364,,SUV - STANDARD
2.5,4,12.3,290,,PICKUP TRUCK - SMALL
4,6,12.7,299,,PICKUP TRUCK - SMALL
4,6,13.9,326,,PICKUP TRUCK - SMALL
4,6,13.5,317,,PICKUP TRUCK - SMALL
3.8,6,12.6,295,,SUBCOMPACT
1.6,4,7.2,169,,MID-SIZE
3.5,6,9.9,233,,MID-SIZE
1.6,4,8,188,,COMPACT
1.6,4,7.9,186,,COMPACT
3.5,6,10.2,240,,STATION WAGON - MID-SIZE
3.5,6,10.3,242,,STATION WAGON - MID-SIZE
2,4,9.3,218,,SPECIAL PURPOSE VEHICLE
3.5,6,10.2,240,,SUV - SMALL
3.5,6,10.7,250,,SUV - SMALL
3.5,6,11,259,,SUV - SMALL
2,4,8,188,,STATION WAGON - SMALL
2,4,9.2,217,,STATION WAGON - SMALL
2,4,8.4,198,,STATION WAGON - SMALL
2.5,4,8.2,192,,SUV - SMALL
2.5,4,8.7,204,,SUV - SMALL
1.8,4,7.3,172,,MID-SIZE
1.8,4,7.8,183,,MID-SIZE
1.6,4,8.2,193,,MID-SIZE
1.6,4,8.3,195,,MID-SIZE
1.6,4,8.7,205,,MID-SIZE
1.6,4,8.7,204,,MID-SIZE
5.6,8,13.3,312,,PICKUP TRUCK - STANDARD
5.6,8,13.4,315,,PICKUP TRUCK - STANDARD
5.6,8,14.1,331,,PICKUP TRUCK - STANDARD
1.6,4,7,164,,MID-SIZE
1.6,4,7.7,180,,MID-SIZE
3,6,9.4,221,,MINICOMPACT
3,6,10.1,237,,MINICOMPACT
3,6,9.7,227,,MINICOMPACT
3,6,10.3,241,,MINICOMPACT
3,6,10.4,243,,MINICOMPACT
3,6,11.2,260,,MINICOMPACT
3,6,10.7,249,,MINICOMPACT
3,6,11,258,,MINICOMPACT
3,6,9.7,226,,MINICOMPACT
3,6,10.3,242,,MINICOMPACT
3,6,9.7,228,,MINICOMPACT
3,6,10.4,243,,MINICOMPACT
3,6,10.6,248,,MINICOMPACT
3,6,12.3,286,,MINICOMPACT
3,6,9.6,225,,MINICOMPACT
3,6,10.4,242,,MINICOMPACT
3,6,9.8,230,,MINICOMPACT
3,6,10.5,246,,MINICOMPACT
3,6,10.6,248,,MINICOMPACT
3,6,11,257,,MINICOMPACT
3,6,10.7,250,,MINICOMPACT
3,6,11.2,260,,MINICOMPACT
3,6,9.9,232,,MINICOMPACT
3,6,10.4,243,,MINICOMPACT
3,6,9.9,231,,MINICOMPACT
3,6,10.5,246,,MINICOMPACT
3.8,6,13.5,315,,TWO-SEATER
4,6,13.9,324,,TWO-SEATER
4,6,15.1,352,,TWO-SEATER
4,6,14.4,335,,TWO-SEATER
4,6,14.1,334,,TWO-SEATER
4,6,15.1,350,,TWO-SEATER
3,6,9.8,228,,MINICOMPACT
3,6,10.5,246,,MINICOMPACT
3,6,10.8,251,,MINICOMPACT
3,6,11.4,266,,MINICOMPACT
3,6,10,233,,MINICOMPACT
3,6,10.5,246,,MINICOMPACT
3.8,6,11.4,266,,MINICOMPACT
3.8,6,11.4,267,,MINICOMPACT
3.8,6,11.4,266,,MINICOMPACT
3.8,6,11.4,267,,MINICOMPACT
3.8,6,12.7,297,,MINICOMPACT
2,4,9.4,219,,TWO-SEATER
2,4,9.8,229,,TWO-SEATER
2.5,4,10.6,249,,TWO-SEATER
2.5,4,11,257,,TWO-SEATER
2.5,4,9.9,231,,TWO-SEATER
2.5,4,10.7,249,,TWO-SEATER
3,6,11.4,265,,SUV - STANDARD
2.9,6,11.8,275,,SUV - STANDARD
4,8,14.1,329,,SUV - STANDARD
2,4,9.4,219,,TWO-SEATER
2,4,9.8,229,,TWO-SEATER
2.5,4,10.6,249,,TWO-SEATER
2.5,4,11,257,,TWO-SEATER
2.5,4,9.9,231,,TWO-SEATER
2.5,4,10.7,249,,TWO-SEATER
2,4,11.3,264,,SUV - SMALL
3,6,11.7,272,,SUV - SMALL
3,6,10.7,250,,FULL-SIZE
3,6,10.9,253,,FULL-SIZE
3,6,10.9,253,,FULL-SIZE
3,6,10.7,250,,FULL-SIZE
2.9,6,11.2,261,,FULL-SIZE
2.9,6,11.2,261,,FULL-SIZE
2.9,6,11.6,273,,FULL-SIZE
4,8,12.6,295,,FULL-SIZE
4,8,13.4,313,,FULL-SIZE
4,8,11.2,261,,FULL-SIZE
4,8,11.2,261,,FULL-SIZE
4,8,11.9,279,,FULL-SIZE
3.6,6,10.8,253,,PICKUP TRUCK - STANDARD
3.6,6,10.4,246,,PICKUP TRUCK - STANDARD
5.7,8,13.6,320,,PICKUP TRUCK - STANDARD
5.7,8,12.4,290,,PICKUP TRUCK - STANDARD
3.6,6,11.1,260,,PICKUP TRUCK - STANDARD
5.7,8,13.8,325,,PICKUP TRUCK - STANDARD
5.7,8,12.9,302,,PICKUP TRUCK - STANDARD
3,6,10.4,278,,PICKUP TRUCK - STANDARD
3.6,6,11.9,280,,PICKUP TRUCK - STANDARD
3.6,6,17,283,,PICKUP TRUCK - STANDARD
5.7,8,14.8,346,,PICKUP TRUCK - STANDARD
5.7,8,13.6,319,,PICKUP TRUCK - STANDARD
3,6,10.8,289,,PICKUP TRUCK - STANDARD
3.6,6,12.6,294,,PICKUP TRUCK - STANDARD
3.6,6,18,300,,PICKUP TRUCK - STANDARD
5.7,8,16.3,382,,PICKUP TRUCK - STANDARD
5.7,8,14,328,,PICKUP TRUCK - STANDARD
2.4,4,9.9,232,,SPECIAL PURPOSE VEHICLE
6.7,12,16.3,382,,STATION WAGON - MID-SIZE
6.6,12,17,397,,COMPACT
6.6,12,17,397,,FULL-SIZE
6.6,12,17,397,,FULL-SIZE
6.7,12,16.3,382,,FULL-SIZE
6.7,12,16.3,382,,FULL-SIZE
6.6,12,16.6,388,,MID-SIZE
2.4,4,10.4,244,,SUV - STANDARD
2,4,8.6,200,,MINICOMPACT
2,4,9.9,231,,MINICOMPACT
2,4,8.1,188,,SUV - SMALL
2,4,9.4,220,,SUV - SMALL
2.5,4,8.2,192,,SUV - SMALL
2,4,7.5,174,,MID-SIZE
2,4,8.9,209,,MID-SIZE
2,4,7.6,177,,STATION WAGON - SMALL
2,4,9,211,,STATION WAGON - SMALL
2.5,4,8.2,193,,MID-SIZE
3.6,6,10.3,241,,MID-SIZE
2.5,4,8.5,198,,SUV - SMALL
3.6,6,10.5,247,,SUV - SMALL
2,4,11.2,256,,COMPACT
2,4,10,235,,COMPACT
2.5,4,12.7,296,,COMPACT
4,6,13.2,308,,SUV - STANDARD
4,6,13.2,308,,SUV - STANDARD
2,4,8.7,204,,MINICOMPACT
2,4,9.9,232,,MINICOMPACT
3.5,6,9.4,220,,MID-SIZE
2.5,4,6.9,164,,MID-SIZE
2.5,4,7.4,173,,MID-SIZE
2.5,4,7.5,175,,MID-SIZE
3.5,6,9,210,,MID-SIZE
3.5,6,9.2,215,,MID-SIZE
2.5,4,4.9,113,,MID-SIZE
2.5,4,5.1,121,,MID-SIZE
2,4,8.2,189,,COMPACT
1.8,4,7.5,174,,MID-SIZE
1.8,4,7.6,178,,MID-SIZE
1.8,4,7.6,178,,MID-SIZE
1.8,4,6.9,163,,MID-SIZE
2,4,6.7,157,,COMPACT
2,4,7.5,174,,COMPACT
3.5,6,10.3,243,,SUV - SMALL
3.5,6,10.6,250,,SUV - STANDARD
3.5,6,10.6,248,,SUV - STANDARD
3.5,6,10.4,242,,SUV - STANDARD
3.5,6,8.3,193,,SUV - STANDARD
1.8,4,4.4,105,,MID-SIZE
1.8,4,4.7,109,,MID-SIZE
1.5,4,5.1,120,,COMPACT
2.5,4,7.8,183,,SUV - SMALL
2.5,4,8.3,190,,SUV - SMALL
2.5,4,6,140,,SUV - SMALL
5.7,8,16.4,384,,SUV - STANDARD
3.5,6,10.8,254,,MINIVAN
3.5,6,11.7,274,,MINIVAN
2.7,4,11.2,263,,PICKUP TRUCK - SMALL
2.7,4,11.7,274,,PICKUP TRUCK - SMALL
3.5,6,11.9,278,,PICKUP TRUCK - SMALL
3.5,6,12.7,299,,PICKUP TRUCK - SMALL
3.5,6,12.9,300,,PICKUP TRUCK - SMALL
5.7,8,15.9,371,,PICKUP TRUCK - STANDARD
4.6,8,14.9,354,,PICKUP TRUCK - STANDARD
5.7,8,16.3,382,,PICKUP TRUCK - STANDARD
1.5,4,6.6,155,,COMPACT
1.5,4,6.8,164,,COMPACT
1.5,4,7.4,173,,COMPACT
1.5,4,7.2,169,,COMPACT
2,4,10.4,244,,FULL-SIZE
2,4,10.5,245,,SUV - SMALL
3.6,6,12.2,286,,SUV - STANDARD
2,4,8.2,191,,COMPACT
2,4,8.2,191,,SUBCOMPACT
2,4,8.1,189,,COMPACT
2,4,8.1,189,,SUBCOMPACT
1.4,4,7.4,172,,COMPACT
1.4,4,7.4,172,,COMPACT
2,4,8.6,202,,COMPACT
2,4,8.7,203,,COMPACT
2,4,9.2,213,,COMPACT
2,4,9.9,232,,COMPACT
1.8,4,9.4,220,,STATION WAGON - SMALL
1.8,4,9.6,225,,STATION WAGON - SMALL
1.4,4,7.6,178,,STATION WAGON - SMALL
1.4,4,7.4,172,,STATION WAGON - SMALL
1.8,4,9.6,224,,STATION WAGON - SMALL
1.8,4,9.3,218,,STATION WAGON - SMALL
1.4,4,7,162,,COMPACT
1.4,4,7,163,,COMPACT
2,4,8.4,196,,COMPACT
2,4,8.5,200,,COMPACT
2,4,8.1,188,,MID-SIZE
2,4,9.5,221,,SUV - SMALL
2,4,9.8,228,,SUV - SMALL
2,4,8.4,197,,COMPACT
2,4,9.4,218,,COMPACT
2,4,9.2,215,,MID-SIZE
2,4,9.4,219,,MID-SIZE
2,4,8.4,197,,STATION WAGON - SMALL
2,4,9.4,219,,STATION WAGON - SMALL
2,4,9.3,218,,STATION WAGON - SMALL
2,4,9.4,219,,STATION WAGON - MID-SIZE
2,4,10,233,,STATION WAGON - MID-SIZE
2,4,9,211,,SUV - SMALL
2,4,10,233,,SUV - SMALL
2,4,10.4,242,,SUV - SMALL
2,4,10,233,,SUV - STANDARD
2,4,10.7,250,,SUV - STANDARD
2.4,4,8.6,199,,COMPACT
3.5,6,10.9,254,,SUV - SMALL
3.5,6,11,258,,SUV - SMALL
3,6,9,210,,SUV - SMALL
2,4,9.9,232,,SUV - SMALL
2,4,10.3,241,,SUV - SMALL
3.5,6,8.4,196,,MID-SIZE
2.4,4,8.9,209,,COMPACT
3.5,6,9.8,228,,COMPACT
3.5,6,10.3,240,,COMPACT
1.8,4,8.4,197,,TWO-SEATER
2,4,8.7,205,,MID-SIZE
2,4,9.2,217,,MID-SIZE
2.9,6,11.6,271,,MID-SIZE
2,4,9.3,218,,SUV - SMALL
2,4,9.6,226,,SUV - SMALL
2.9,6,12.3,288,,SUV - SMALL
4,8,11.5,271,,MINICOMPACT
5.2,12,13.3,312,,MINICOMPACT
5.2,12,13.8,324,,MINICOMPACT
4,8,11.5,270,,TWO-SEATER
4,8,14.2,333,,TWO-SEATER
2,4,7.8,182,,SUBCOMPACT
2,4,9.5,224,,SUBCOMPACT
2,4,9.5,224,,SUBCOMPACT
2,4,8.8,205,,COMPACT
2,4,8.8,206,,STATION WAGON - SMALL
2,4,8.8,205,,SUBCOMPACT
2,4,8.8,206,,SUBCOMPACT
2,4,8.8,205,,MID-SIZE
2,4,8.7,205,,MID-SIZE
3,6,9.7,226,,MID-SIZE
3,6,10.6,247,,MID-SIZE
3,6,9.7,226,,MID-SIZE
3,6,11.5,267,,FULL-SIZE
4,8,13.2,308,,FULL-SIZE
2,4,10.6,248,,SUV - SMALL
2,4,9.7,226,,SUV - SMALL
3,6,12.7,296,,SUV - STANDARD
3,6,12.7,296,,SUV - STANDARD
5.2,10,14.9,347,,TWO-SEATER
5.2,10,14.9,347,,TWO-SEATER
2.5,5,10.4,243,,SUBCOMPACT
2,4,9.5,222,,SUBCOMPACT
3,6,10.5,245,,COMPACT
3,6,10.5,245,,SUBCOMPACT
3,6,10.8,252,,SUBCOMPACT
3,6,10.5,245,,MID-SIZE
2.9,6,10.9,255,,MID-SIZE
2.9,6,10.9,255,,MID-SIZE
4,8,14.5,339,,FULL-SIZE
3,6,11.8,276,,SUV - SMALL
2,4,9.1,213,,SUBCOMPACT
2,4,9.1,213,,TWO-SEATER
2.5,5,10.3,241,,SUBCOMPACT
2,4,9.4,220,,SUBCOMPACT
4,8,13.6,315,,SUV - STANDARD
6,12,17.2,401,,SUV - STANDARD
4,8,12.4,291,,COMPACT
6,12,15.7,364,,COMPACT
4,8,12.4,291,,SUBCOMPACT
6,12,16,373,,SUBCOMPACT
6,12,16,373,,MID-SIZE
2,4,8.7,204,,SUBCOMPACT
2,4,9.4,219,,SUBCOMPACT
2,4,8.5,200,,SUBCOMPACT
2,4,9.4,219,,SUBCOMPACT
2,4,8.3,195,,COMPACT
2,4,9.1,213,,SUBCOMPACT
2,4,8.7,204,,COMPACT
2,4,9.4,219,,COMPACT
2,4,9.4,219,,COMPACT
3,6,10.7,249,,SUBCOMPACT
3,6,9.9,231,,COMPACT
3,6,10,233,,COMPACT
3,6,11,257,,COMPACT
3,6,10,233,,COMPACT
2,4,8.8,206,,MID-SIZE
3,6,9.5,222,,MID-SIZE
4.4,8,12.4,290,,FULL-SIZE
4.4,8,12.4,290,,FULL-SIZE
4.4,8,12.4,290,,FULL-SIZE
3,6,12.4,290,,SUBCOMPACT
3,6,11.7,273,,SUBCOMPACT
3,6,9.9,231,,SUBCOMPACT
3,6,10.9,255,,SUBCOMPACT
3,6,10,233,,SUBCOMPACT
3,6,9.9,231,,SUBCOMPACT
3,6,9.9,231,,SUBCOMPACT
3,6,10.9,255,,SUBCOMPACT
3,6,10.9,255,,SUBCOMPACT
3,6,10,233,,SUBCOMPACT
3,6,10,233,,SUBCOMPACT
3,6,10,233,,COMPACT
3,6,12.7,299,,SUBCOMPACT
3,6,12.7,299,,SUBCOMPACT
3,6,11.9,280,,SUBCOMPACT
3,6,11.9,280,,SUBCOMPACT
3,6,12.4,290,,COMPACT
3,6,12.4,290,,COMPACT
3,6,11.7,273,,COMPACT
3,6,11.7,273,,COMPACT
3,6,12.4,290,,COMPACT
4.4,8,13.8,322,,MID-SIZE
4.4,8,13.8,322,,MID-SIZE
4.4,8,11.7,273,,MID-SIZE
6.6,12,15.1,354,,FULL-SIZE
4.4,8,13.8,322,,SUBCOMPACT
4.4,8,13.8,322,,SUBCOMPACT
4.4,8,13.8,322,,SUBCOMPACT
4.4,8,13.8,322,,SUBCOMPACT
4.4,8,13.8,322,,MID-SIZE
4.4,8,13.8,322,,MID-SIZE
4.4,8,12.4,290,,SUBCOMPACT
4.4,8,11.7,273,,SUBCOMPACT
4.4,8,12.4,290,,MID-SIZE
2,4,9.1,213,,SUV - SMALL
2,4,8.8,207,,SUV - SMALL
2,4,9,210,,SUV - SMALL
2,4,9.2,215,,SUV - SMALL
3,6,14.6,339,,SUV - SMALL
3,6,14.6,339,,SUV - SMALL
3,6,10.1,235,,SUV - SMALL
2,4,9.2,215,,SUV - SMALL
3,6,14.6,339,,SUV - SMALL
3,6,14.6,339,,SUV - SMALL
3,6,10.1,235,,SUV - SMALL
3,6,10.5,245,,SUV - STANDARD
4.4,8,12.8,302,,SUV - STANDARD
4.4,8,12.8,302,,SUV - STANDARD
3,6,10.5,245,,SUV - STANDARD
4.4,8,12.8,302,,SUV - STANDARD
3,6,10.8,254,,SUV - STANDARD
4.4,8,13.6,318,,SUV - STANDARD
4.4,8,13.6,318,,SUV - STANDARD
2,4,8.5,200,,TWO-SEATER
3,6,9.3,216,,TWO-SEATER
8,16,22.2,522,,TWO-SEATER
3.6,6,11.2,263,,SUV - STANDARD
3.6,6,11.8,277,,SUV - STANDARD
1.4,4,8.7,204,,SUV - SMALL
1.4,4,9.1,214,,SUV - SMALL
1.2,3,8.4,198,,SUV - SMALL
1.3,3,8.5,199,,SUV - SMALL
2,4,10.7,250,,SUV - SMALL
2.5,4,10,234,,SUV - SMALL
2,4,9,211,,MID-SIZE
2,4,9.6,227,,MID-SIZE
3.6,6,10.9,255,,MID-SIZE
2,4,8.7,203,,COMPACT
2.7,4,9.9,232,,COMPACT
2,4,9.1,213,,COMPACT
2.7,4,10.2,238,,COMPACT
2.7,4,10,234,,COMPACT
2.7,4,10.2,238,,COMPACT
2,4,9,209,,MID-SIZE
3,6,11,256,,MID-SIZE
2,4,9.5,221,,MID-SIZE
3,6,11.5,268,,MID-SIZE
3,6,11.3,263,,MID-SIZE
3,6,11.8,276,,MID-SIZE
3.6,6,11,259,,FULL-SIZE
4.2,8,13.8,324,,FULL-SIZE
6.2,8,14.2,333,,SUV - STANDARD
2,4,8.9,209,,SUV - SMALL
2,4,9.7,227,,SUV - SMALL
2,4,9.8,227,,SUV - SMALL
2,4,10.1,235,,SUV - SMALL
3.6,6,11.6,270,,SUV - SMALL
3.6,6,11.8,277,,SUV - SMALL
2,4,9.8,225,,SUV - SMALL
2.5,4,10.2,238,,SUV - SMALL
2,4,10.1,232,,SUV - SMALL
3.6,6,11.4,269,,SUV - SMALL
2,4,9.4,219,,SUBCOMPACT
2,4,10.1,235,,SUBCOMPACT
3.6,6,10.5,247,,SUBCOMPACT
3.6,6,11.9,280,,SUBCOMPACT
6.2,8,12.1,282,,SUBCOMPACT
6.2,8,12.6,296,,SUBCOMPACT
6.2,8,15.1,355,,SUBCOMPACT
6.2,8,14.8,349,,SUBCOMPACT
2.5,4,10.8,252,,PICKUP TRUCK - SMALL
2.8,4,10.1,270,,PICKUP TRUCK - SMALL
3.6,6,11.7,273,,PICKUP TRUCK - SMALL
2.5,4,11.3,265,,PICKUP TRUCK - SMALL
2.8,4,10.6,284,,PICKUP TRUCK - SMALL
3.6,6,12.2,286,,PICKUP TRUCK - SMALL
2.8,4,12.1,326,,PICKUP TRUCK - SMALL
3.6,6,14.1,331,,PICKUP TRUCK - SMALL
6.2,8,12.4,290,,TWO-SEATER
1.5,4,8.4,196,,SUV - SMALL
1.5,4,8.7,204,,SUV - SMALL
2,4,9.7,228,,SUV - SMALL
3.6,6,10.9,255,,FULL-SIZE
3.6,6,14.7,246,,FULL-SIZE
1.5,4,7.5,189,,MID-SIZE
2,4,9.1,214,,MID-SIZE
2.7,4,11.1,262,,PICKUP TRUCK - STANDARD
2.7,4,11.7,275,,PICKUP TRUCK - STANDARD
3,6,8.9,238,,PICKUP TRUCK - STANDARD
4.3,6,13.5,318,,PICKUP TRUCK - STANDARD
5.3,8,13.9,326,,PICKUP TRUCK - STANDARD
5.3,8,14.4,339,,PICKUP TRUCK - STANDARD
5.3,8,19.5,326,,PICKUP TRUCK - STANDARD
5.3,8,12.2,286,,PICKUP TRUCK - STANDARD
2.7,4,11.7,275,,PICKUP TRUCK - STANDARD
2.7,4,12,280,,PICKUP TRUCK - STANDARD
3,6,9.4,252,,PICKUP TRUCK - STANDARD
4.3,6,14.1,331,,PICKUP TRUCK - STANDARD
4.3,6,14.8,349,,PICKUP TRUCK - STANDARD
5.3,8,14.1,331,,PICKUP TRUCK - STANDARD
5.3,8,15,350,,PICKUP TRUCK - STANDARD
5.3,8,20.5,342,,PICKUP TRUCK - STANDARD
5.3,8,15.1,354,,PICKUP TRUCK - STANDARD
5.3,8,12.9,303,,PICKUP TRUCK - STANDARD
5.3,8,12.6,296,,PICKUP TRUCK - STANDARD
5.3,8,13.1,307,,PICKUP TRUCK - STANDARD
6.2,8,13.7,321,,PICKUP TRUCK - STANDARD
6.2,8,15.2,357,,PICKUP TRUCK - STANDARD
6.2,8,14.2,332,,PICKUP TRUCK - STANDARD
1.4,4,7.1,167,,SUBCOMPACT
1.4,4,7.2,170,,SUBCOMPACT
5.3,8,13.4,314,,SUV - STANDARD
5.3,8,13.4,314,,SUV - STANDARD
5.3,8,17.9,298,,SUV - STANDARD
5.3,8,14.4,337,,SUV - STANDARD
5.3,8,14.4,337,,SUV - STANDARD
5.3,8,19.1,319,,SUV - STANDARD
6.2,8,14.6,343,,SUV - STANDARD
5.3,8,13.4,314,,SUV - STANDARD
5.3,8,13.4,314,,SUV - STANDARD
5.3,8,17.9,298,,SUV - STANDARD
5.3,8,13.8,325,,SUV - STANDARD
5.3,8,13.8,325,,SUV - STANDARD
5.3,8,18.4,305,,SUV - STANDARD
6.2,8,13.9,327,,SUV - STANDARD
3.6,6,11.1,261,,SUV - STANDARD
3.6,6,11.8,276,,SUV - STANDARD
1.4,4,8.4,196,,SUV - SMALL
1.4,4,9.1,214,,SUV - SMALL
3.6,6,10.3,242,,FULL-SIZE
5.7,8,12.3,289,,FULL-SIZE
3.6,6,11,258,,FULL-SIZE
3.6,6,10.6,249,,MINIVAN
3.6,6,10.6,249,,MINIVAN
3.6,6,10.3,242,,MID-SIZE
5.7,8,12.3,289,,MID-SIZE
5.7,8,13.1,307,,MID-SIZE
6.4,8,13,305,,MID-SIZE
6.4,8,13.9,325,,MID-SIZE
3.6,6,11,258,,MID-SIZE
6.4,8,13,305,,MID-SIZE
6.4,8,13.9,325,,MID-SIZE
6.2,8,14.5,339,,MID-SIZE
6.2,8,15.1,352,,MID-SIZE
6.2,8,15.3,358,,MID-SIZE
6.2,8,15.1,352,,MID-SIZE
3.6,6,11.6,271,,FULL-SIZE
3.6,6,10.3,242,,FULL-SIZE
5.7,8,12.3,289,,FULL-SIZE
6.4,8,13,305,,FULL-SIZE
3.6,6,11,258,,FULL-SIZE
6.4,8,13,305,,FULL-SIZE
6.2,8,15.6,368,,FULL-SIZE
3.6,6,11.3,265,,SUV - STANDARD
5.7,8,14.1,331,,SUV - STANDARD
6.4,8,15.6,363,,SUV - STANDARD
3.6,6,11.8,276,,MINIVAN
2.4,4,11.1,261,,SUV - SMALL
1.4,4,8,187,,TWO-SEATER
1.4,4,7.9,185,,TWO-SEATER
1.4,4,9.4,221,,STATION WAGON - SMALL
1.3,4,9.1,213,,SUV - SMALL
1,3,8.4,197,,SUV - SMALL
2,4,9.2,216,,SUV - SMALL
2,4,9.8,229,,SUV - SMALL
2,4,10,233,,SUV - SMALL
2,4,10,233,,SUV - SMALL
2.7,6,11,258,,SUV - SMALL
1.5,3,7.9,185,,SUV - SMALL
1.5,3,8.3,196,,SUV - SMALL
2,4,9.1,213,,SUV - SMALL
2.5,4,5.8,136,,SUV - SMALL
2.5,4,5.9,139,,SUV - SMALL
3.5,6,12.5,294,,SUV - STANDARD
3.5,6,13.1,308,,SUV - STANDARD
2.3,4,10.3,241,,SUV - STANDARD
3,6,11.8,278,,SUV - STANDARD
3.3,6,9.6,225,,SUV - STANDARD
2.7,6,10.6,249,,PICKUP TRUCK - STANDARD
3,6,9.8,264,,PICKUP TRUCK - STANDARD
3,6,9.8,264,,PICKUP TRUCK - STANDARD
3.3,6,10.8,254,,PICKUP TRUCK - STANDARD
3.3,6,14.8,245,,PICKUP TRUCK - STANDARD
3.5,6,12.7,298,,PICKUP TRUCK - STANDARD
5,8,12.6,297,,PICKUP TRUCK - STANDARD
5,8,17.6,293,,PICKUP TRUCK - STANDARD
5,8,13,305,,PICKUP TRUCK - STANDARD
5,8,17.7,294,,PICKUP TRUCK - STANDARD
5,8,13.6,319,,PICKUP TRUCK - STANDARD
5,8,18,300,,PICKUP TRUCK - STANDARD
2.7,6,11.8,277,,PICKUP TRUCK - STANDARD
3,6,10.8,290,,PICKUP TRUCK - STANDARD
3,6,10,270,,PICKUP TRUCK - STANDARD
3.3,6,11.7,274,,PICKUP TRUCK - STANDARD
3.3,6,15.9,265,,PICKUP TRUCK - STANDARD
3.5,6,13,304,,PICKUP TRUCK - STANDARD
3.5,6,12.6,296,,PICKUP TRUCK - STANDARD
5,8,13.5,317,,PICKUP TRUCK - STANDARD
5,8,17.8,296,,PICKUP TRUCK - STANDARD
3.5,6,14.3,336,,PICKUP TRUCK - STANDARD
1.5,4,8.7,203,,MID-SIZE
2,4,5.6,131,,MID-SIZE
3.5,6,16.6,393,,TWO-SEATER
2.3,4,9.4,221,,SUBCOMPACT
2.3,4,10.3,242,,SUBCOMPACT
